experiment,experimenter,description,Infection Date,Plate Number,Worm_strain,Total Worms,Spore Strain,Spore Lot,Lot concentration,Total Spores (M),Total ul spore,Infection Round,40X OP50 (mL),Plate Size,Spores(M)/cm2,Time plated,Time Incubated,Temp,timepoint,infection.type,Fixing Date,Location,Staining Date,Stain type,Slide date,Slide number,Slide Box,Imaging Date
200721_MY1_ERTm5_1.75M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052,200718,21,MY1,1000,ERTm5,2,427000,1.75,4.098360656,1,0.25,6,0.061924982,NA,72,21,72,continuous,200721,Acetone Samples 200707 CM,200817,microB FISH + DY96,200818,21,4,200910
200721_MY1_ERTm5_3.5M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052,200718,22,MY1,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200721,Sample exhausted,200817,microB FISH + DY96,200818,22,4,200910
200721_N2_MAM1_8M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052,200718,23,N2,1000,MAM1,2A,370000,8,21.62162162,1,0.25,6,0.283085633,NA,72,21,72,continuous,200721,Acetone Samples 200707 CM,200817,microB FISH + DY96,200818,23,4,200910
200721_JU1400_MAM1_8M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052,200718,24,JU1400,1000,MAM1,2A,370000,8,21.62162162,1,0.25,6,0.283085633,NA,72,21,72,continuous,200721,Sample exhausted,200817,microB FISH + DY96,200818,24,4,200910
200821_N2_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,1,N2,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,1,4,200912
200821_N2_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,2,N2,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,2,4,200912
200821_JU1400_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,3,JU1400,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,3,4,200912
200821_JU1400_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,4,JU1400,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,4,4,200912
200821_VC40171_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,5,VC40171,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,5,4,200912
200821_VC40171_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,6,VC40171,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,6,4,200912
200821_AWR144_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,7,AWR144,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,7,4,200912
200821_AWR144_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,8,AWR144,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,8,4,200912
200821_AWR145_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,9,AWR145,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,9,4,200912
200821_AWR145_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200818,10,AWR145,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,10,4,200912
200821_N2_LUAm1_0M_72hpi,CM,RNAseq data rep 1,200818,11,N2,10000,LUAm1,2A,176000,0,0,1,1,10,0,NA,48,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,11,4,200912
200821_JU1400_LUAm1_0M_72hpi,CM,RNAseq data rep 1,200818,12,JU1400,10000,LUAm1,2A,176000,0,0,1,1,10,0,NA,48,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,12,4,200912
200821_N2_LUAm1_30M_72hpi,CM,RNAseq data rep 1,200818,13,N2,10000,LUAm1,2A,176000,30,170.4545455,1,1,10,0.382165605,NA,48,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,13,4,200912
200821_JU1400_LUAm1_30M_72hpi,CM,RNAseq data rep 1,200818,14,JU1400,10000,LUAm1,2A,176000,30,170.4545455,1,1,10,0.382165605,NA,48,21,72,continuous,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,14,4,200912
200821_N2_ERTm5_10M_72hpi,CM,RNAseq data rep 1,200818,15,N2,10000,ERTm5,2,427000,10,23.41920375,1,1,10,0.127388535,NA,48,21,72,continuous,200821,Sample exhausted,200831,microB FISH + DY96,200903,15,4,200912
200821_JU1400_ERTm5_10M_72hpi,CM,RNAseq data rep 1,200818,16,JU1400,10000,ERTm5,2,427000,10,23.41920375,1,1,10,0.127388535,NA,48,21,72,continuous,200821,Sample exhausted,200831,microB FISH + DY96,200903,16,4,200912
200821_N2_MAM1_12M_72hpi,CM,RNAseq data rep 1,200818,17,N2,10000,MAM1,1,370000,12,32.43243243,1,1,10,0.152866242,NA,48,21,72,continuous,200821,Sample exhausted,200831,microB FISH + DY96,200903,17,4,200912
200821_JU1400_MAM1_12M_72hpi,CM,RNAseq data rep 1,200818,18,JU1400,10000,MAM1,1,370000,12,32.43243243,1,1,10,0.152866242,NA,48,21,72,continuous,200821,Sample exhausted,200831,microB FISH + DY96,200903,18,4,200912
200821_N2_LUAm1-HK_10M_72hpi,CM,Heat-kill test,200818,27,N2,10000,LUAm1-HK,2A,176000,10,56.81818182,1,0.25,10,0.127388535,NA,72,21,72,cont-heat,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,27,4,200917
200821_JU1400_LUAm1-HK_10M_72hpi,CM,Heat-kill test,200818,28,JU1400,10000,LUAm1-HK,2A,176000,10,56.81818182,1,0.25,10,0.127388535,NA,72,21,72,cont-heat,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,28,4,200917
200821_N2_LUAm1-sup_10M_72hpi,CM,Heat-kill test,200818,29,N2,10000,LUAm1-sup,2A,176000,10,56.81818182,1,0.25,10,0.127388535,NA,72,21,72,cont-spore-sup,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,29,4,200917
200821_JU1400_LUAm1-sup_10M_72hpi,CM,Heat-kill test,200818,30,JU1400,10000,LUAm1-sup,2A,176000,10,56.81818182,1,0.25,10,0.127388535,NA,72,21,72,cont-spore-sup,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,30,4,200917
200821_N2_LUAm1-pel_10M_72hpi,CM,Heat-kill test,200818,31,N2,10000,LUAm1-pel,2A,176000,10,56.81818182,1,0.25,10,0.127388535,NA,72,21,72,cont-spore-pellet,200821,Acetone Samples 200707 CM,200831,Sp.9 FISH + DY96,200903,31,4,200917
200821_JU1400_LUAm1-pel_10M_72hpi,CM,Heat-kill test,200818,32,JU1400,10000,LUAm1-pel,2A,176000,10,56.81818182,1,0.25,10,0.127388535,NA,72,21,72,cont-spore-pellet,200821,Sample exhausted,200831,Sp.9 FISH + DY96,200903,32,4,200917
200825_N2_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,1,N2,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200825,Acetone Samples 200707 CM,200903,Sp.9 FISH + DY96,200908,1,3,200918
200825_N2_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,2,N2,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200825,Acetone Samples 200707 CM,200903,Sp.9 FISH + DY96,200908,2,3,200918
200825_JU1400_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,3,JU1400,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200825,Sample exhausted,200903,Sp.9 FISH + DY96,200908,3,3,200918
200825_JU1400_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,4,JU1400,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200825,Sample exhausted,200903,Sp.9 FISH + DY96,200908,4,3,200918
200825_VC40171_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,5,VC40171,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200825,Sample exhausted,200903,Sp.9 FISH + DY96,200908,5,3,200918
200825_VC40171_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,6,VC40171,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200825,Sample exhausted,200903,Sp.9 FISH + DY96,200908,6,3,200918
200825_AWR144_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,7,AWR144,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200825,Acetone Samples 200707 CM,200903,Sp.9 FISH + DY96,200908,7,3,200921
200825_AWR144_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,8,AWR144,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200825,Sample exhausted,200903,Sp.9 FISH + DY96,200908,8,3,200921
200825_AWR145_LUAm1_0M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,9,AWR145,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200825,Acetone Samples 200707 CM,200903,Sp.9 FISH + DY96,200908,9,3,200921
200825_AWR145_LUAm1_10M_72hpi,CM,"Lua1 continuous Infection test 6X NIL, VC40171, RNAseq",200822,10,AWR145,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200825,Sample exhausted,200903,Sp.9 FISH + DY96,200908,10,3,200921
200824_N2-rep1_LUAm1_0M_48hpi,CM,RNAseq data rep 3,200822,11,N2-rep1,10000,LUAm1,2A,176000,0,0,1,0.75,10,0,NA,48,21,48,continuous,200824,Sample exhausted,200903,Sp.9 FISH + DY96,200908,11,3,200921
200824_JU1400-rep1_LUAm1_0M_48hpi,CM,RNAseq data rep 3,200822,12,JU1400-rep1,10000,LUAm1,2A,176000,0,0,1,0.75,10,0,NA,48,21,48,continuous,200824,Sample exhausted,200903,Sp.9 FISH + DY96,200908,12,3,200921
200824_N2-rep1_LUAm1_40M_48hpi,CM,RNAseq data rep 3,200822,13,N2-rep1,10000,LUAm1,2A,176000,40,227.2727273,1,0.75,10,0.50955414,NA,48,21,48,continuous,200824,Sample exhausted,200903,Sp.9 FISH + DY96,200908,13,3,200921
200824_JU1400-rep1_LUAm1_40M_48hpi,CM,RNAseq data rep 3,200822,14,JU1400-rep1,10000,LUAm1,2A,176000,40,227.2727273,1,0.75,10,0.50955414,NA,48,21,48,continuous,200824,Sample exhausted,200903,Sp.9 FISH + DY96,200908,14,3,200921
200824_N2-rep1_ERTm5_10M_48hpi,CM,RNAseq data rep 3,200822,15,N2-rep1,10000,ERTm5,2,427000,10,23.41920375,1,0.75,10,0.127388535,NA,48,21,48,continuous,200824,Sample exhausted,200903,microB FISH + DY96,200908,15,3,200921
200824_JU1400-rep1_ERTm5_10M_48hpi,CM,RNAseq data rep 3,200822,16,JU1400-rep1,10000,ERTm5,2,427000,10,23.41920375,1,0.75,10,0.127388535,NA,48,21,48,continuous,200824,Sample exhausted,200903,microB FISH + DY96,200908,16,3,200921
200824_N2-rep1_MAM1_12M_48hpi,CM,RNAseq data rep 3,200822,17,N2-rep1,10000,MAM1,1,370000,12,32.43243243,1,0.75,10,0.152866242,NA,48,21,48,continuous,200824,Sample exhausted,200903,microB FISH + DY96,200908,17,3,200921
200824_JU1400-rep1_MAM1_12M_48hpi,CM,RNAseq data rep 3,200822,18,JU1400-rep1,10000,MAM1,1,370000,12,32.43243243,1,0.75,10,0.152866242,NA,48,21,48,continuous,200824,Sample exhausted,200903,microB FISH + DY96,200908,18,3,200921
200904_N2_LUAm1_0M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,1,N2,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,1,5,200929
200904_N2_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,2,N2,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,2,5,200929
200904_JU1400_LUAm1_0M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,3,JU1400,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,3,5,200929
200904_JU1400_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,4,JU1400,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,4,5,200929
200904_VC40171_LUAm1_0M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,5,VC40171,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,5,5,200929
200904_VC40171_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,6,VC40171,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,6,5,200929
200904_AWR144_LUAm1_0M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,7,AWR144,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,7,5,200929
200904_AWR144_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,8,AWR144,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,8,5,200929
200904_AWR145_LUAm1_0M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,9,AWR145,1000,LUAm1,2A,176000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,9,5,200929
200904_AWR145_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,10,AWR145,1000,LUAm1,2A,176000,10,56.81818182,1,0.25,6,0.353857042,NA,72,21,72,continuous,200904,Sample exhausted,200907,Sp.9 FISH + DY96,200908,10,5,200929
200904_N2_ERTm5_3.5M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,11,N2,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200904,Sample exhausted,200907,microB FISH + DY96,200908,11,5,200929
200904_JU1400_ERTm5_3.5M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,12,JU1400,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200904,Sample exhausted,200907,microB FISH + DY96,200908,12,5,200929
200904_AWR144_ERTm5_3.5M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,13,AWR144,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200904,Sample exhausted,200907,microB FISH + DY96,200908,13,5,200929
200904_AWR145_ERTm5_3.5M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,14,AWR145,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200904,Sample exhausted,200907,microB FISH + DY96,200908,14,5,200929
200904_N2_ERTm5_0.875M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,15,N2,1000,ERTm5,2,427000,0.875,2.049180328,1,0.25,6,0.030962491,NA,72,21,72,continuous,200904,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,15,5,200929
200904_N2_ERTm5_0.35M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,16,N2,1000,ERTm5,2,427000,0.35,0.819672131,1,0.25,6,0.012384996,NA,72,21,72,continuous,200904,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,16,5,200929
200904_N2_ERTm5_0.2M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,17,N2,1000,ERTm5,2,427000,0.2,0.468384075,1,0.25,6,0.007077141,NA,72,21,72,continuous,200904,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,17,5,200929
200904_JU1400_ERTm5_0.875M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,18,JU1400,1000,ERTm5,2,427000,0.875,2.049180328,1,0.25,6,0.030962491,NA,72,21,72,continuous,200904,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,18,5,200929
200904_JU1400_ERTm5_0.35M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,19,JU1400,1000,ERTm5,2,427000,0.35,0.819672131,1,0.25,6,0.012384996,NA,72,21,72,continuous,200904,Sample exhausted,200907,microB FISH + DY96,200908,19,5,200929
200904_JU1400_ERTm5_0.2M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,20,JU1400,1000,ERTm5,2,427000,0.2,0.468384075,1,0.25,6,0.007077141,NA,72,21,72,continuous,200904,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,20,5,200929
200905_N2_ERTm5-96H_1.75M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,21,N2,1000,ERTm5-96H,2,427000,1.75,4.098360656,1,0.25,6,0.061924982,NA,96,21,96,continuous,200905,Sample exhausted,200907,microB FISH + DY96,200908,21,5,201015
200905_N2_ERTm5-96H_3.5M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,22,N2,1000,ERTm5-96H,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,96,21,96,continuous,200905,Sample exhausted,200907,microB FISH + DY96,200908,22,5,201015
200905_JU1400_ERTm5-96H_1.75M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,23,JU1400,1000,ERTm5-96H,2,427000,1.75,4.098360656,1,0.25,6,0.061924982,NA,96,21,96,continuous,200905,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,23,5,201015
200905_JU1400_ERTm5-96H_3.5M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,24,JU1400,1000,ERTm5-96H,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,96,21,96,continuous,200905,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,24,5,201015
200905_N2_ERTm5-96H_0M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,25,N2,1000,ERTm5-96H,2,427000,0,0,1,0.25,6,0,NA,96,21,96,continuous,200905,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,25,5,201015
200905_JU1400_ERTm5-96H_0M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,26,JU1400,1000,ERTm5-96H,2,427000,0,0,1,0.25,6,0,NA,96,21,96,continuous,200905,Acetone Samples 200707 CM,200907,microB FISH + DY96,200908,26,5,201015
200915_N2_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,1,N2,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,1,6,201005
200915_N2_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,2,N2,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,2,6,201005
200915_JU1400_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,3,JU1400,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,3,6,201005
200915_JU1400_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,4,JU1400,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,4,6,201005
200915_AWR144_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,5,AWR144,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,5,6,201005
200915_AWR144_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,6,AWR144,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,6,6,201005
200915_AWR145_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,7,AWR145,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,7,6,201005
200915_AWR145_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,8,AWR145,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200915,Sample exhausted,200921,microB FISH + DY96,200921,8,6,201005
200916_N2_ERTm5-96H_0M_96hpi,CM,NIL tests for ERTM5,200912,9,N2,500,ERTm5-96H,2,427000,0,0,1,0.25,6,0,NA,96,21,96,continuous,200916,Sample exhausted,200921,microB FISH + DY96,200921,9,6,201005
200916_N2_ERTm5-96H_1.75M_96hpi,CM,NIL tests for ERTM5,200912,10,N2,500,ERTm5-96H,2,427000,1.75,4.098360656,1,0.25,6,0.061924982,NA,96,21,96,continuous,200916,Sample exhausted,200921,microB FISH + DY96,200921,10,6,201005
200916_N2_ERTm5-96H_3.5M_96hpi,CM,NIL tests for ERTM5,200912,11,N2,500,ERTm5-96H,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,96,21,96,continuous,200916,Sample exhausted,200921,microB FISH + DY96,200921,11,6,201005
200916_JU1400_ERTm5-96H_0M_96hpi,CM,NIL tests for ERTM5,200912,12,JU1400,500,ERTm5-96H,2,427000,0,0,1,0.25,6,0,NA,96,21,96,continuous,200916,Sample exhausted,200921,microB FISH + DY96,200921,12,6,201005
200916_JU1400_ERTm5-96H_1.75M_96hpi,CM,NIL tests for ERTM5,200912,13,JU1400,500,ERTm5-96H,2,427000,1.75,4.098360656,1,0.25,6,0.061924982,NA,96,21,96,continuous,200916,Sample exhausted,200921,microB FISH + DY96,200921,13,6,201005
200916_JU1400_ERTm5-96H_3.5M_96hpi,CM,NIL tests for ERTM5,200912,14,JU1400,500,ERTm5-96H,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,96,21,96,continuous,200916,Sample exhausted,200921,microB FISH + DY96,200921,14,6,201005
200918_N2_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,1,N2,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,1,6,201006
200918_N2_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,2,N2,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,2,6,201006
200918_JU1400_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,3,JU1400,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,3,6,201006
200918_JU1400_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,4,JU1400,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,4,6,201006
200918_AWR144_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,5,AWR144,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,5,6,201006
200918_AWR144_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,6,AWR144,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,6,6,201006
200918_AWR145_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,7,AWR145,1000,ERTm5,2,427000,0,0,1,0.25,6,0,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,7,6,201006
200918_AWR145_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,8,AWR145,1000,ERTm5,2,427000,3.5,8.196721311,1,0.25,6,0.123849965,NA,72,21,72,continuous,200918,Sample exhausted,200921,microB FISH + DY96,200921,8,6,201006
